,Frag_ID,Genotype,Species,Treatment,Temperature,Week,FvFm,Day
436,M-6-17,6,Montipora,Effluent,Ambient,10,0.297,80
437,M-6-22,6,Montipora,Control,Heated,0,0.564,7
438,M-6-22,6,Montipora,Control,Heated,1,0.141,15
439,M-6-22,6,Montipora,Control,Heated,2,0.415,22
440,M-6-22,6,Montipora,Control,Heated,3,0.519,28
441,M-6-22,6,Montipora,Control,Heated,5,0.423,44
442,M-6-22,6,Montipora,Control,Heated,6,0.295,52
443,M-6-22,6,Montipora,Control,Heated,7,0.409,59
444,M-6-23,6,Montipora,Inorganic,Heated,0,0.539,7
445,M-6-23,6,Montipora,Inorganic,Heated,1,0.551,15
446,M-6-23,6,Montipora,Inorganic,Heated,2,0.551,22
447,M-6-23,6,Montipora,Inorganic,Heated,3,0.311,28
448,M-6-23,6,Montipora,Inorganic,Heated,5,0.471,44
449,M-6-23,6,Montipora,Inorganic,Heated,6,0.276,52
450,M-6-23,6,Montipora,Inorganic,Heated,7,0.333,59
451,M-6-23,6,Montipora,Inorganic,Heated,8,0.384,66
452,M-6-23,6,Montipora,Inorganic,Heated,9,0.426,73
453,M-6-23,6,Montipora,Inorganic,Heated,10,0.441,80
454,M-6-24,6,Montipora,Guano,Heated,0,0.535,7
455,M-6-24,6,Montipora,Guano,Heated,1,0.211,15
456,M-6-24,6,Montipora,Guano,Heated,2,0.507,22
457,M-6-24,6,Montipora,Guano,Heated,3,0.522,28
458,M-6-24,6,Montipora,Guano,Heated,5,0.536,44
459,M-6-24,6,Montipora,Guano,Heated,6,0.264,52
460,M-6-24,6,Montipora,Guano,Heated,7,0.3,59
461,M-6-24,6,Montipora,Guano,Heated,8,0.361,66
462,M-6-25,6,Montipora,Effluent,Heated,0,0.537,7
463,M-6-25,6,Montipora,Effluent,Heated,1,0.551,15
464,M-6-25,6,Montipora,Effluent,Heated,2,0.553,22
465,M-6-25,6,Montipora,Effluent,Heated,3,0.364,28
466,M-6-25,6,Montipora,Effluent,Heated,5,0.31,44
467,M-6-25,6,Montipora,Effluent,Heated,6,0.309,52
468,M-6-25,6,Montipora,Effluent,Heated,7,0.29,59
469,M-6-25,6,Montipora,Effluent,Heated,8,0.184,66
470,M-6-25,6,Montipora,Effluent,Heated,9,0.368,73
471,M-6-25,6,Montipora,Effluent,Heated,10,0.424,80
472,M-7-2,7,Montipora,Control,Ambient,0,0.537,7
473,M-7-2,7,Montipora,Control,Ambient,1,0.29,15
474,M-7-2,7,Montipora,Control,Ambient,2,0.374,22
475,M-7-2,7,Montipora,Control,Ambient,3,0.462,28
476,M-7-2,7,Montipora,Control,Ambient,5,0.522,44
477,M-7-2,7,Montipora,Control,Ambient,6,0.517,52
478,M-7-2,7,Montipora,Control,Ambient,7,0.519,59
479,M-7-2,7,Montipora,Control,Ambient,8,0.531,66
480,M-7-2,7,Montipora,Control,Ambient,9,0.541,73
481,M-7-2,7,Montipora,Control,Ambient,10,0.244,80
482,M-7-7,7,Montipora,Inorganic,Ambient,0,0.54,7
483,M-7-7,7,Montipora,Inorganic,Ambient,1,0.203,15
484,M-7-7,7,Montipora,Inorganic,Ambient,2,0.386,22
485,M-7-7,7,Montipora,Inorganic,Ambient,3,0.451,28
486,M-7-7,7,Montipora,Inorganic,Ambient,5,0.502,44
487,M-7-7,7,Montipora,Inorganic,Ambient,6,0.466,52
488,M-7-7,7,Montipora,Inorganic,Ambient,7,0.472,59
489,M-7-7,7,Montipora,Inorganic,Ambient,8,0.518,66
490,M-7-7,7,Montipora,Inorganic,Ambient,9,0.54,73
491,M-7-7,7,Montipora,Inorganic,Ambient,10,0.381,80
492,M-7-12,7,Montipora,Guano,Ambient,0,0.558,7
493,M-7-12,7,Montipora,Guano,Ambient,1,0.411,15
494,M-7-12,7,Montipora,Guano,Ambient,2,0.512,22
495,M-7-12,7,Montipora,Guano,Ambient,3,0.165,28
496,M-7-12,7,Montipora,Guano,Ambient,5,0.534,44
497,M-7-12,7,Montipora,Guano,Ambient,6,0.48,52
498,M-7-12,7,Montipora,Guano,Ambient,7,0.518,59
499,M-7-12,7,Montipora,Guano,Ambient,8,0.529,66
500,M-7-12,7,Montipora,Guano,Ambient,9,0.48,73
501,M-7-12,7,Montipora,Guano,Ambient,10,0.522,80
502,M-7-17,7,Montipora,Effluent,Ambient,0,0.533,7
503,M-7-17,7,Montipora,Effluent,Ambient,1,0.131,15
504,M-7-17,7,Montipora,Effluent,Ambient,2,0.34,22
505,M-7-17,7,Montipora,Effluent,Ambient,3,0.401,28
506,M-7-17,7,Montipora,Effluent,Ambient,5,0.5,44
507,M-7-17,7,Montipora,Effluent,Ambient,6,NA,52
508,M-7-17,7,Montipora,Effluent,Ambient,7,0.386,59
509,M-7-17,7,Montipora,Effluent,Ambient,8,0.455,66
510,M-7-17,7,Montipora,Effluent,Ambient,9,0.484,73
511,M-7-17,7,Montipora,Effluent,Ambient,10,0.506,80
512,M-7-22,7,Montipora,Control,Heated,0,0.514,7
513,M-7-22,7,Montipora,Control,Heated,1,0.211,15
514,M-7-22,7,Montipora,Control,Heated,2,0.478,22
515,M-7-22,7,Montipora,Control,Heated,3,0.493,28
516,M-7-22,7,Montipora,Control,Heated,5,0.407,44
517,M-7-22,7,Montipora,Control,Heated,6,0.223,52
518,M-7-22,7,Montipora,Control,Heated,7,0.274,59
519,M-7-22,7,Montipora,Control,Heated,8,0.308,66
520,M-7-22,7,Montipora,Control,Heated,9,0.356,73
521,M-7-22,7,Montipora,Control,Heated,10,0.336,80
522,M-7-23,7,Montipora,Inorganic,Heated,0,0.536,7
523,M-7-23,7,Montipora,Inorganic,Heated,1,0.454,15
524,M-7-23,7,Montipora,Inorganic,Heated,2,0.437,22
525,M-7-23,7,Montipora,Inorganic,Heated,3,0.521,28
526,M-7-23,7,Montipora,Inorganic,Heated,5,0.047,44
527,M-7-23,7,Montipora,Inorganic,Heated,6,0.364,52
528,M-7-23,7,Montipora,Inorganic,Heated,7,0.356,59
529,M-7-23,7,Montipora,Inorganic,Heated,8,0.419,66
530,M-7-23,7,Montipora,Inorganic,Heated,9,0.5,73
531,M-7-24,7,Montipora,Guano,Heated,0,0.468,7
532,M-7-24,7,Montipora,Guano,Heated,1,0.273,15
533,M-7-24,7,Montipora,Guano,Heated,2,0.494,22
534,M-7-24,7,Montipora,Guano,Heated,3,0.518,28
535,M-7-24,7,Montipora,Guano,Heated,5,0.413,44
536,M-7-24,7,Montipora,Guano,Heated,6,0.324,52
537,M-7-24,7,Montipora,Guano,Heated,7,0.352,59
538,M-7-24,7,Montipora,Guano,Heated,8,0.396,66
539,M-7-25,7,Montipora,Effluent,Heated,0,0.51,7
540,M-7-25,7,Montipora,Effluent,Heated,1,0.547,15
541,M-7-25,7,Montipora,Effluent,Heated,2,0.549,22
542,M-7-25,7,Montipora,Effluent,Heated,3,0.25,28
543,M-8-2,8,Montipora,Control,Ambient,0,0.5,7
544,M-8-2,8,Montipora,Control,Ambient,1,0.504,15
545,M-8-2,8,Montipora,Control,Ambient,2,0.515,22
546,M-8-2,8,Montipora,Control,Ambient,3,0.505,28
547,M-8-2,8,Montipora,Control,Ambient,5,0.496,44
548,M-8-2,8,Montipora,Control,Ambient,6,0.511,52
549,M-8-2,8,Montipora,Control,Ambient,7,0.491,59
550,M-8-2,8,Montipora,Control,Ambient,8,0.5,66
551,M-8-2,8,Montipora,Control,Ambient,9,0.493,73
552,M-8-2,8,Montipora,Control,Ambient,10,0.491,80
553,M-8-7,8,Montipora,Inorganic,Ambient,0,0.504,7
554,M-8-7,8,Montipora,Inorganic,Ambient,1,0.511,15
555,M-8-7,8,Montipora,Inorganic,Ambient,2,0.528,22
556,M-8-7,8,Montipora,Inorganic,Ambient,3,0.512,28
557,M-8-7,8,Montipora,Inorganic,Ambient,5,0.508,44
558,M-8-7,8,Montipora,Inorganic,Ambient,6,0.523,52
559,M-8-7,8,Montipora,Inorganic,Ambient,7,0.497,59
560,M-8-7,8,Montipora,Inorganic,Ambient,8,0.514,66
561,M-8-7,8,Montipora,Inorganic,Ambient,9,0.512,73
562,M-8-7,8,Montipora,Inorganic,Ambient,10,0.507,80
563,M-8-12,8,Montipora,Guano,Ambient,0,0.512,7
564,M-8-12,8,Montipora,Guano,Ambient,1,0.511,15
565,M-8-12,8,Montipora,Guano,Ambient,2,0.52,22
566,M-8-12,8,Montipora,Guano,Ambient,3,0.497,28
567,M-8-12,8,Montipora,Guano,Ambient,5,0.503,44
568,M-8-12,8,Montipora,Guano,Ambient,6,0.521,52
569,M-8-12,8,Montipora,Guano,Ambient,7,0.502,59
570,M-8-12,8,Montipora,Guano,Ambient,8,0.505,66
571,M-8-12,8,Montipora,Guano,Ambient,9,0.515,73
572,M-8-12,8,Montipora,Guano,Ambient,10,0.518,80
573,M-8-17,8,Montipora,Effluent,Ambient,0,0.502,7
574,M-8-17,8,Montipora,Effluent,Ambient,1,0.518,15
575,M-8-17,8,Montipora,Effluent,Ambient,2,0.527,22
576,M-8-17,8,Montipora,Effluent,Ambient,3,0.523,28
577,M-8-17,8,Montipora,Effluent,Ambient,5,0.52,44
578,M-8-17,8,Montipora,Effluent,Ambient,6,0.534,52
579,M-8-17,8,Montipora,Effluent,Ambient,7,0.506,59
580,M-8-17,8,Montipora,Effluent,Ambient,8,0.528,66
581,M-8-17,8,Montipora,Effluent,Ambient,9,0.517,73
582,M-8-17,8,Montipora,Effluent,Ambient,10,0.519,80
583,M-8-22,8,Montipora,Control,Heated,0,0.5,7
584,M-8-22,8,Montipora,Control,Heated,1,0.503,15
585,M-8-22,8,Montipora,Control,Heated,2,0.508,22
586,M-8-22,8,Montipora,Control,Heated,3,0.495,28
587,M-8-22,8,Montipora,Control,Heated,5,0.479,44
588,M-8-22,8,Montipora,Control,Heated,6,0.469,52
589,M-8-22,8,Montipora,Control,Heated,7,0.454,59
590,M-8-22,8,Montipora,Control,Heated,8,0.485,66
591,M-8-22,8,Montipora,Control,Heated,9,0.506,73
592,M-8-22,8,Montipora,Control,Heated,10,0.5,80
593,M-8-23,8,Montipora,Inorganic,Heated,0,0.509,7
594,M-8-23,8,Montipora,Inorganic,Heated,1,0.5,15
595,M-8-23,8,Montipora,Inorganic,Heated,2,0.503,22
596,M-8-23,8,Montipora,Inorganic,Heated,3,0.515,28
597,M-8-23,8,Montipora,Inorganic,Heated,5,0.483,44
598,M-8-23,8,Montipora,Inorganic,Heated,6,0.485,52
599,M-8-23,8,Montipora,Inorganic,Heated,7,0.461,59
600,M-8-23,8,Montipora,Inorganic,Heated,8,0.479,66
601,M-8-23,8,Montipora,Inorganic,Heated,9,0.495,73
602,M-8-23,8,Montipora,Inorganic,Heated,10,0.484,80
603,M-8-24,8,Montipora,Guano,Heated,0,0.497,7
604,M-8-24,8,Montipora,Guano,Heated,1,0.501,15
605,M-8-24,8,Montipora,Guano,Heated,2,0.523,22
606,M-8-24,8,Montipora,Guano,Heated,3,0.522,28
607,M-8-24,8,Montipora,Guano,Heated,5,0.481,44
608,M-8-24,8,Montipora,Guano,Heated,6,0.491,52
609,M-8-24,8,Montipora,Guano,Heated,7,0.498,59
610,M-8-24,8,Montipora,Guano,Heated,8,0.506,66
611,M-8-24,8,Montipora,Guano,Heated,9,0.518,73
612,M-8-24,8,Montipora,Guano,Heated,10,0.521,80
613,M-8-25,8,Montipora,Effluent,Heated,0,0.519,7
614,M-8-25,8,Montipora,Effluent,Heated,1,0.523,15
615,M-8-25,8,Montipora,Effluent,Heated,2,0.532,22
616,M-8-25,8,Montipora,Effluent,Heated,3,0.523,28
617,M-8-25,8,Montipora,Effluent,Heated,5,0.494,44
618,M-8-25,8,Montipora,Effluent,Heated,6,0.497,52
619,M-8-25,8,Montipora,Effluent,Heated,7,0.481,59
620,M-8-25,8,Montipora,Effluent,Heated,8,0.499,66
621,M-8-25,8,Montipora,Effluent,Heated,9,0.474,73
622,M-8-25,8,Montipora,Effluent,Heated,10,0.508,80
623,M-9-2,9,Montipora,Control,Ambient,0,0.48,7
624,M-9-2,9,Montipora,Control,Ambient,1,0.466,15
625,M-9-2,9,Montipora,Control,Ambient,2,0.493,22
626,M-9-2,9,Montipora,Control,Ambient,3,0.474,28
627,M-9-2,9,Montipora,Control,Ambient,5,0.483,44
628,M-9-2,9,Montipora,Control,Ambient,6,0.493,52
629,M-9-2,9,Montipora,Control,Ambient,7,0.474,59
630,M-9-2,9,Montipora,Control,Ambient,8,0.475,66
631,M-9-2,9,Montipora,Control,Ambient,9,0.466,73
632,M-9-2,9,Montipora,Control,Ambient,10,0.477,80
633,M-9-7,9,Montipora,Inorganic,Ambient,0,0.487,7
634,M-9-7,9,Montipora,Inorganic,Ambient,1,0.475,15
635,M-9-7,9,Montipora,Inorganic,Ambient,2,0.504,22
636,M-9-7,9,Montipora,Inorganic,Ambient,3,0.48,28
637,M-9-7,9,Montipora,Inorganic,Ambient,5,0.483,44
638,M-9-7,9,Montipora,Inorganic,Ambient,6,0.501,52
639,M-9-7,9,Montipora,Inorganic,Ambient,7,0.46,59
640,M-9-7,9,Montipora,Inorganic,Ambient,8,0.475,66
641,M-9-7,9,Montipora,Inorganic,Ambient,9,0.469,73
642,M-9-7,9,Montipora,Inorganic,Ambient,10,0.473,80
643,M-9-12,9,Montipora,Guano,Ambient,0,0.512,7
644,M-9-12,9,Montipora,Guano,Ambient,1,0.51,15
645,M-9-12,9,Montipora,Guano,Ambient,2,0.516,22
646,M-9-12,9,Montipora,Guano,Ambient,3,0.5,28
647,M-9-12,9,Montipora,Guano,Ambient,5,0.498,44
648,M-9-12,9,Montipora,Guano,Ambient,6,0.531,52
649,M-9-12,9,Montipora,Guano,Ambient,7,0.492,59
650,M-9-12,9,Montipora,Guano,Ambient,8,0.495,66
651,M-9-12,9,Montipora,Guano,Ambient,9,0.515,73
652,M-9-12,9,Montipora,Guano,Ambient,10,0.525,80
653,M-9-17,9,Montipora,Effluent,Ambient,0,0.497,7
654,M-9-17,9,Montipora,Effluent,Ambient,1,0.503,15
655,M-9-17,9,Montipora,Effluent,Ambient,2,0.51,22
656,M-9-17,9,Montipora,Effluent,Ambient,3,0.488,28
657,M-9-17,9,Montipora,Effluent,Ambient,5,0.516,44
658,M-9-17,9,Montipora,Effluent,Ambient,6,0.522,52
659,M-9-17,9,Montipora,Effluent,Ambient,7,0.492,59
660,M-9-17,9,Montipora,Effluent,Ambient,8,0.511,66
661,M-9-17,9,Montipora,Effluent,Ambient,9,0.499,73
662,M-9-17,9,Montipora,Effluent,Ambient,10,0.503,80
663,M-9-22,9,Montipora,Control,Heated,0,0.508,7
664,M-9-22,9,Montipora,Control,Heated,1,0.509,15
665,M-9-22,9,Montipora,Control,Heated,2,0.499,22
666,M-9-22,9,Montipora,Control,Heated,3,0.503,28
667,M-9-22,9,Montipora,Control,Heated,5,0.482,44
668,M-9-22,9,Montipora,Control,Heated,6,0.469,52
669,M-9-22,9,Montipora,Control,Heated,7,0.436,59
670,M-9-22,9,Montipora,Control,Heated,8,0.466,66
671,M-9-22,9,Montipora,Control,Heated,9,0.497,73
672,M-9-22,9,Montipora,Control,Heated,10,0.483,80
673,M-9-23,9,Montipora,Inorganic,Heated,0,0.514,7
674,M-9-23,9,Montipora,Inorganic,Heated,1,0.5,15
675,M-9-23,9,Montipora,Inorganic,Heated,2,0.499,22
676,M-9-23,9,Montipora,Inorganic,Heated,3,0.516,28
677,M-9-23,9,Montipora,Inorganic,Heated,5,0.482,44
678,M-9-23,9,Montipora,Inorganic,Heated,6,0.486,52
679,M-9-23,9,Montipora,Inorganic,Heated,7,0.447,59
680,M-9-23,9,Montipora,Inorganic,Heated,8,0.464,66
681,M-9-23,9,Montipora,Inorganic,Heated,9,0.472,73
682,M-9-23,9,Montipora,Inorganic,Heated,10,0.49,80
683,M-9-24,9,Montipora,Guano,Heated,0,0.503,7
684,M-9-24,9,Montipora,Guano,Heated,1,0.502,15
685,M-9-24,9,Montipora,Guano,Heated,2,0.513,22
686,M-9-24,9,Montipora,Guano,Heated,3,0.51,28
687,M-9-24,9,Montipora,Guano,Heated,5,0.468,44
688,M-9-24,9,Montipora,Guano,Heated,6,0.501,52
689,M-9-24,9,Montipora,Guano,Heated,7,0.49,59
690,M-9-24,9,Montipora,Guano,Heated,8,0.492,66
691,M-9-24,9,Montipora,Guano,Heated,9,0.504,73
692,M-9-24,9,Montipora,Guano,Heated,10,0.521,80
693,M-9-25,9,Montipora,Effluent,Heated,0,0.538,7
694,M-9-25,9,Montipora,Effluent,Heated,1,0.52,15
695,M-9-25,9,Montipora,Effluent,Heated,2,0.514,22
696,M-9-25,9,Montipora,Effluent,Heated,3,0.507,28
697,M-9-25,9,Montipora,Effluent,Heated,5,0.485,44
698,M-9-25,9,Montipora,Effluent,Heated,6,0.476,52
699,M-9-25,9,Montipora,Effluent,Heated,7,0.477,59
700,M-9-25,9,Montipora,Effluent,Heated,8,0.485,66
701,M-9-25,9,Montipora,Effluent,Heated,9,0.494,73
702,M-9-25,9,Montipora,Effluent,Heated,10,0.497,80
703,P-1-2,1,Porites,Control,Ambient,0,0.526,7
704,P-1-2,1,Porites,Control,Ambient,1,0.525,15
705,P-1-2,1,Porites,Control,Ambient,2,0.526,22
706,P-1-2,1,Porites,Control,Ambient,3,0.507,28
707,P-1-2,1,Porites,Control,Ambient,5,0.511,44
708,P-1-2,1,Porites,Control,Ambient,6,0.502,52
709,P-1-2,1,Porites,Control,Ambient,7,0.468,59
710,P-1-2,1,Porites,Control,Ambient,8,0.5,66
711,P-1-2,1,Porites,Control,Ambient,9,0.493,73
712,P-1-2,1,Porites,Control,Ambient,10,0.478,80
713,P-1-7,1,Porites,Inorganic,Ambient,0,0.502,7
714,P-1-7,1,Porites,Inorganic,Ambient,1,0.519,15
715,P-1-7,1,Porites,Inorganic,Ambient,2,0.503,22
716,P-1-7,1,Porites,Inorganic,Ambient,3,0.53,28
717,P-1-7,1,Porites,Inorganic,Ambient,5,0.503,44
718,P-1-7,1,Porites,Inorganic,Ambient,6,0.512,52
719,P-1-7,1,Porites,Inorganic,Ambient,7,0.469,59
720,P-1-7,1,Porites,Inorganic,Ambient,8,0.493,66
721,P-1-7,1,Porites,Inorganic,Ambient,9,0.506,73
722,P-1-7,1,Porites,Inorganic,Ambient,10,0.48,80
723,P-1-12,1,Porites,Guano,Ambient,0,0.518,7
724,P-1-12,1,Porites,Guano,Ambient,1,0.529,15
725,P-1-12,1,Porites,Guano,Ambient,2,0.529,22
726,P-1-12,1,Porites,Guano,Ambient,3,0.524,28
727,P-1-12,1,Porites,Guano,Ambient,5,0.515,44
728,P-1-12,1,Porites,Guano,Ambient,6,0.506,52
729,P-1-12,1,Porites,Guano,Ambient,7,0.476,59
730,P-1-12,1,Porites,Guano,Ambient,8,0.487,66
731,P-1-12,1,Porites,Guano,Ambient,9,0.522,73
732,P-1-12,1,Porites,Guano,Ambient,10,0.474,80
733,P-1-17,1,Porites,Effluent,Ambient,0,0.499,7
734,P-1-17,1,Porites,Effluent,Ambient,1,0.497,15
735,P-1-17,1,Porites,Effluent,Ambient,2,0.516,22
736,P-1-17,1,Porites,Effluent,Ambient,3,0.49,28
737,P-1-17,1,Porites,Effluent,Ambient,5,0.486,44
738,P-1-17,1,Porites,Effluent,Ambient,6,0.494,52
739,P-1-17,1,Porites,Effluent,Ambient,7,0.462,59
740,P-1-17,1,Porites,Effluent,Ambient,8,0.475,66
741,P-1-17,1,Porites,Effluent,Ambient,9,0.513,73
742,P-1-17,1,Porites,Effluent,Ambient,10,0.484,80
743,P-1-22,1,Porites,Control,Heated,0,0.507,7
744,P-1-22,1,Porites,Control,Heated,1,0.522,15
745,P-1-22,1,Porites,Control,Heated,2,0.509,22
746,P-1-22,1,Porites,Control,Heated,3,0.479,28
747,P-1-22,1,Porites,Control,Heated,5,0.429,44
748,P-1-22,1,Porites,Control,Heated,6,0.389,52
749,P-1-22,1,Porites,Control,Heated,7,0.408,59
750,P-1-22,1,Porites,Control,Heated,8,0.453,66
751,P-1-22,1,Porites,Control,Heated,9,0.482,73
752,P-1-22,1,Porites,Control,Heated,10,0.493,80
753,P-1-23,1,Porites,Inorganic,Heated,0,0.517,7
754,P-1-23,1,Porites,Inorganic,Heated,1,0.523,15
755,P-1-23,1,Porites,Inorganic,Heated,2,0.497,22
756,P-1-23,1,Porites,Inorganic,Heated,3,0.483,28
757,P-1-23,1,Porites,Inorganic,Heated,5,0.449,44
758,P-1-23,1,Porites,Inorganic,Heated,6,0.325,52
759,P-1-23,1,Porites,Inorganic,Heated,7,0.339,59
760,P-1-23,1,Porites,Inorganic,Heated,8,0.358,66
761,P-1-23,1,Porites,Inorganic,Heated,9,0.412,73
762,P-1-23,1,Porites,Inorganic,Heated,10,0.449,80
763,P-1-24,1,Porites,Guano,Heated,0,0.515,7
764,P-1-24,1,Porites,Guano,Heated,1,0.545,15
765,P-1-24,1,Porites,Guano,Heated,2,0.525,22
766,P-1-24,1,Porites,Guano,Heated,3,0.533,28
767,P-1-24,1,Porites,Guano,Heated,5,0.483,44
768,P-1-24,1,Porites,Guano,Heated,6,0.418,52
769,P-1-24,1,Porites,Guano,Heated,7,0.418,59
770,P-1-24,1,Porites,Guano,Heated,8,0.46,66
771,P-1-24,1,Porites,Guano,Heated,9,0.496,73
772,P-1-24,1,Porites,Guano,Heated,10,0.479,80
773,P-1-25,1,Porites,Effluent,Heated,0,0.517,7
774,P-1-25,1,Porites,Effluent,Heated,1,0.532,15
775,P-1-25,1,Porites,Effluent,Heated,2,0.529,22
776,P-1-25,1,Porites,Effluent,Heated,3,0.495,28
777,P-1-25,1,Porites,Effluent,Heated,5,0.455,44
778,P-1-25,1,Porites,Effluent,Heated,6,0.374,52
779,P-1-25,1,Porites,Effluent,Heated,7,0.331,59
780,P-1-25,1,Porites,Effluent,Heated,8,0.339,66
781,P-1-25,1,Porites,Effluent,Heated,9,0.376,73
782,P-2-2,2,Porites,Control,Ambient,0,0.493,7
783,P-2-2,2,Porites,Control,Ambient,1,0.502,15
784,P-2-2,2,Porites,Control,Ambient,2,0.478,22
785,P-2-2,2,Porites,Control,Ambient,3,0.504,28
786,P-2-2,2,Porites,Control,Ambient,5,0.467,44
787,P-2-2,2,Porites,Control,Ambient,6,0.457,52
788,P-2-2,2,Porites,Control,Ambient,7,0.437,59
789,P-2-2,2,Porites,Control,Ambient,8,0.458,66
790,P-2-2,2,Porites,Control,Ambient,9,0.474,73
791,P-2-2,2,Porites,Control,Ambient,10,0.45,80
792,P-2-7,2,Porites,Inorganic,Ambient,0,0.508,7
793,P-2-7,2,Porites,Inorganic,Ambient,1,0.503,15
794,P-2-7,2,Porites,Inorganic,Ambient,2,0.507,22
795,P-2-7,2,Porites,Inorganic,Ambient,3,0.513,28
796,P-2-7,2,Porites,Inorganic,Ambient,5,0.483,44
797,P-2-7,2,Porites,Inorganic,Ambient,6,0.485,52
798,P-2-7,2,Porites,Inorganic,Ambient,7,0.445,59
799,P-2-7,2,Porites,Inorganic,Ambient,8,0.475,66
800,P-2-7,2,Porites,Inorganic,Ambient,9,0.482,73
801,P-2-7,2,Porites,Inorganic,Ambient,10,0.472,80
802,P-2-12,2,Porites,Guano,Ambient,0,0.522,7
803,P-2-12,2,Porites,Guano,Ambient,1,0.539,15
804,P-2-12,2,Porites,Guano,Ambient,2,0.509,22
805,P-2-12,2,Porites,Guano,Ambient,3,0.53,28
806,P-2-12,2,Porites,Guano,Ambient,5,0.511,44
807,P-2-12,2,Porites,Guano,Ambient,6,0.495,52
808,P-2-12,2,Porites,Guano,Ambient,7,0.474,59
809,P-2-12,2,Porites,Guano,Ambient,8,0.483,66
810,P-2-12,2,Porites,Guano,Ambient,9,0.513,73
811,P-2-12,2,Porites,Guano,Ambient,10,0.487,80
812,P-2-17,2,Porites,Effluent,Ambient,0,0.529,7
813,P-2-17,2,Porites,Effluent,Ambient,1,0.535,15
814,P-2-17,2,Porites,Effluent,Ambient,2,0.544,22
815,P-2-17,2,Porites,Effluent,Ambient,3,0.524,28
816,P-2-17,2,Porites,Effluent,Ambient,5,0.517,44
817,P-2-17,2,Porites,Effluent,Ambient,6,0.506,52
818,P-2-17,2,Porites,Effluent,Ambient,7,0.49,59
819,P-2-17,2,Porites,Effluent,Ambient,8,0.488,66
820,P-2-17,2,Porites,Effluent,Ambient,9,0.508,73
821,P-2-17,2,Porites,Effluent,Ambient,10,0.508,80
822,P-2-22,2,Porites,Control,Heated,0,0.522,7
823,P-2-22,2,Porites,Control,Heated,1,0.51,15
824,P-2-22,2,Porites,Control,Heated,2,0.529,22
825,P-2-22,2,Porites,Control,Heated,3,0.509,28
826,P-2-22,2,Porites,Control,Heated,5,0.435,44
827,P-2-22,2,Porites,Control,Heated,6,0.353,52
828,P-2-22,2,Porites,Control,Heated,7,0.394,59
829,P-2-22,2,Porites,Control,Heated,8,0.408,66
830,P-2-22,2,Porites,Control,Heated,9,0.41,73
831,P-2-22,2,Porites,Control,Heated,10,0.403,80
832,P-2-23,2,Porites,Inorganic,Heated,0,0.514,7
833,P-2-23,2,Porites,Inorganic,Heated,1,0.531,15
834,P-2-23,2,Porites,Inorganic,Heated,2,0.512,22
835,P-2-23,2,Porites,Inorganic,Heated,3,0.498,28
836,P-2-23,2,Porites,Inorganic,Heated,5,0.434,44
837,P-2-23,2,Porites,Inorganic,Heated,6,0.297,52
838,P-2-23,2,Porites,Inorganic,Heated,7,0.325,59
839,P-2-23,2,Porites,Inorganic,Heated,8,0.306,66
840,P-2-23,2,Porites,Inorganic,Heated,9,0.405,73
841,P-2-23,2,Porites,Inorganic,Heated,10,0.366,80
842,P-2-24,2,Porites,Guano,Heated,0,0.519,7
843,P-2-24,2,Porites,Guano,Heated,1,0.553,15
844,P-2-24,2,Porites,Guano,Heated,2,0.517,22
845,P-2-24,2,Porites,Guano,Heated,3,0.517,28
846,P-2-24,2,Porites,Guano,Heated,5,0.478,44
847,P-2-24,2,Porites,Guano,Heated,6,0.39,52
848,P-2-24,2,Porites,Guano,Heated,7,0.434,59
849,P-2-24,2,Porites,Guano,Heated,8,0.405,66
850,P-2-24,2,Porites,Guano,Heated,9,0.469,73
851,P-2-24,2,Porites,Guano,Heated,10,0.433,80
852,P-2-25,2,Porites,Effluent,Heated,0,0.529,7
853,P-2-25,2,Porites,Effluent,Heated,1,0.535,15
854,P-2-25,2,Porites,Effluent,Heated,2,0.506,22
855,P-2-25,2,Porites,Effluent,Heated,3,0.519,28
856,P-2-25,2,Porites,Effluent,Heated,5,0.451,44
857,P-2-25,2,Porites,Effluent,Heated,6,0.359,52
858,P-2-25,2,Porites,Effluent,Heated,7,0.38,59
859,P-2-25,2,Porites,Effluent,Heated,8,0.376,66
860,P-2-25,2,Porites,Effluent,Heated,9,0.395,73
861,P-2-25,2,Porites,Effluent,Heated,10,0.396,80
862,P-3-2,3,Porites,Control,Ambient,0,0.5,7
863,P-3-2,3,Porites,Control,Ambient,1,0.424,15
864,P-3-2,3,Porites,Control,Ambient,2,0.506,22
865,P-3-2,3,Porites,Control,Ambient,3,0.48,28
866,P-3-2,3,Porites,Control,Ambient,5,0.46,44
867,P-3-2,3,Porites,Control,Ambient,6,0.456,52
868,P-3-2,3,Porites,Control,Ambient,7,0.389,59
869,P-3-2,3,Porites,Control,Ambient,8,0.422,66
870,P-3-2,3,Porites,Control,Ambient,9,0.424,73
871,P-3-2,3,Porites,Control,Ambient,10,0.408,80
872,P-3-7,3,Porites,Inorganic,Ambient,0,0.446,7
873,P-3-7,3,Porites,Inorganic,Ambient,1,0.444,15
874,P-3-7,3,Porites,Inorganic,Ambient,2,0.49,22
875,P-3-7,3,Porites,Inorganic,Ambient,3,0.474,28
876,P-3-7,3,Porites,Inorganic,Ambient,5,0.424,44
877,P-3-7,3,Porites,Inorganic,Ambient,6,0.402,52
