Frag_ID,Species,Genotype,Timepoint,Treatment,Temperature,T-T,Chl-a 1,Chl-a 2,Chl-c2 1,Chl-c2 2,Chl1,Chl2,Total_Chl_ug.mL,SD,CV,Slurry_Vol.mL
P-9-3,Porites,9,T1,Control,Ambient,C_AMB,1.017652113,1.245428169,0.411460563,0.441367606,1.429112676,1.686795775,1.557954225,0.182209466,0.116954313,25
P-1-18,Porites,1,T1,Effluent,Ambient,E_AMB,1.713280282,1.804784507,0.724487324,0.638623944,2.437767606,2.443408451,2.440588028,0.00398868,0.001634311,30
P-2-18,Porites,2,T1,Effluent,Ambient,E_AMB,2.080250704,2.26481831,0.543566197,0.643998592,2.623816901,2.908816901,2.766316901,0.201525433,0.072849728,25
P-3-18,Porites,3,T1,Effluent,Ambient,E_AMB,2.11735493,2.608195775,0.596159155,0.853043662,2.713514085,3.461239437,3.087376761,0.528721667,0.17125272,30
P-4-18,Porites,4,T1,Effluent,Ambient,E_AMB,3.464191549,3.990925352,1.073484507,1.163708451,4.537676056,5.154633803,4.84615493,0.436255006,0.090020854,25
P-5-18,Porites,5,T1,Effluent,Ambient,E_AMB,3.565843662,3.861053521,0.760973239,0.777038028,4.326816901,4.638091549,4.482454225,0.220104414,0.04910355,25
P-6-18,Porites,6,T1,Effluent,Ambient,E_AMB,1.493669014,1.539543662,0.551873239,0.571385916,2.045542254,2.110929577,2.078235915,0.04623582,0.022247628,25
P-7-18,Porites,7,T1,Effluent,Ambient,E_AMB,2.165985915,3.700184507,0.701894366,1.161371831,2.867880282,4.861556338,3.86471831,1.409741859,0.364772215,25
BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0.047369014,0.030832394,0.159152113,0.115174648,0.206521127,0.146007042,0.176264085,0.04278992,0.242760286,25
P-8-18,Porites,8,T1,Effluent,Ambient,E_AMB,8.160440845,7.247919718,1.869291549,1.674376056,10.02973239,8.922295775,9.476014085,0.783075944,0.082637693,25
P-9-18,Porites,9,T1,Effluent,Ambient,E_AMB,5.012904225,5.284056338,1.392025352,1.411943662,6.404929577,6.696,6.550464789,0.20581787,0.031420346,25
P-1-13,Porites,1,T1,Guano,Ambient,G_AMB,2.402287324,2.471640845,0.573832394,0.816887324,2.976119718,3.288528169,3.132323944,0.220906134,0.070524677,25
P-2-13,Porites,2,T1,Guano,Ambient,G_AMB,2.289957746,2.422043662,0.594359155,0.616787324,2.884316901,3.038830986,2.961573944,0.109257957,0.036891855,25
P-3-13,Porites,3,T1,Guano,Ambient,G_AMB,3.334333803,3.601467606,1.092004225,1.079116901,4.426338028,4.680584507,4.553461268,0.179779409,0.039481923,25
P-4-13,Porites,4,T1,Guano,Ambient,G_AMB,4.862723944,5.093178873,1.52681831,1.578595775,6.389542254,6.671774648,6.530658451,0.19956844,0.030558701,25
P-5-13,Porites,5,T1,Guano,Ambient,G_AMB,6.586550704,6.993716901,1.804892958,1.883860563,8.391443662,8.877577465,8.634510563,0.343748509,0.039811001,25
P-6-13,Porites,6,T1,Guano,Ambient,G_AMB,4.104864789,4.395683099,1.142670423,1.209359155,5.247535211,5.605042254,5.426288732,0.252795654,0.04658721,25
P-7-13,Porites,7,T1,Guano,Ambient,G_AMB,4.737669014,5.218425352,1.20678169,1.349476056,5.944450704,6.567901408,6.256176056,0.440846221,0.070465763,25
P-8-13,Porites,8,T1,Guano,Ambient,G_AMB,4.679829577,5.011164789,1.08503662,1.127497183,5.764866197,6.138661972,5.951764085,0.264313527,0.044409275,25
P-9-13,Porites,9,T1,Guano,Ambient,G_AMB,4.446529577,4.385998592,1.424209859,1.348761972,5.870739437,5.734760563,5.80275,0.096151583,0.016570003,25
P-1-8,Porites,1,T1,Inorganic,Ambient,I_AMB,3.242507042,3.398470423,0.988626761,1.014832394,4.231133803,4.413302817,4.32221831,0.128812945,0.029802508,25
P-2-8,Porites,2,T1,Inorganic,Ambient,I_AMB,3.723997183,4.019825352,1.032629577,1.090153521,4.756626761,5.109978873,4.933302817,0.249857675,0.050647139,25
P-3-8,Porites,3,T1,Inorganic,Ambient,I_AMB,1.41925493,1.462192958,0.590653521,0.531574648,2.009908451,1.993767606,2.001838028,0.011413301,0.005701411,25
P-4-8,Porites,4,T1,Inorganic,Ambient,I_AMB,3.763715493,4.00858169,0.974573239,0.957397183,4.738288732,4.965978873,4.852133803,0.161001243,0.033181534,25
P-5-8,Porites,5,T1,Inorganic,Ambient,I_AMB,4.481829577,4.772840845,1.07975493,1.07064507,5.561584507,5.843485915,5.702535211,0.199334398,0.0349554,25
P-6-8,Porites,6,T1,Inorganic,Ambient,I_AMB,1.827811268,1.971166197,0.407885916,0.426735211,2.235697183,2.397901408,2.316799296,0.114695708,0.049506104,25
P-7-8,Porites,7,T1,Inorganic,Ambient,I_AMB,2.635846479,2.746115493,0.764738028,0.7638,3.400584507,3.509915493,3.45525,0.077308682,0.022374266,25
P-8-8,Porites,8,T1,Inorganic,Ambient,I_AMB,8.006990141,8.444473239,2.277777465,2.358477465,10.28476761,10.8029507,10.54385915,0.366410783,0.034751108,25
P-9-8,Porites,9,T1,Inorganic,Ambient,I_AMB,2.021201408,2.176443662,0.675925352,0.73265493,2.697126761,2.909098592,2.803112676,0.149886719,0.053471528,30
BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0.049635211,-0.02101831,-0.004402817,0.010461972,0.045232394,-0.010556338,0.017338028,0.039448591,2.275263981,25
P-1-4,Porites,1,T2,Control,Heated,C_HEAT,0.650876056,0.557477465,0.989940845,0.682571831,1.640816901,1.240049296,1.440433099,0.283385492,0.196736309,25
P-2-30,Porites,2,T2,Control,Heated,C_HEAT,0.109973239,0.116142254,0.146843662,0.15624507,0.256816901,0.272387324,0.264602113,0.011009951,0.041609461,25
P-3-4,Porites,3,T2,Control,Heated,C_HEAT,0.156994366,0.088697183,0.253090141,0.100584507,0.410084507,0.18928169,0.299683099,0.156131169,0.520987569,25
P-4-4,Porites,4,T2,Control,Heated,C_HEAT,0.073847887,0.072328169,0.120447887,0.117143662,0.194295775,0.189471831,0.191883803,0.003411043,0.017776609,25
P-5-4,Porites,5,T2,Control,Heated,C_HEAT,0.281752113,0.288101409,0.247550704,0.249321127,0.529302817,0.537422535,0.533362676,0.005741508,0.010764735,25
P-6-4,Porites,6,T2,Control,Heated,C_HEAT,0.109625352,0.11284507,0.093938028,0.092915493,0.20356338,0.205760563,0.204661972,0.001553643,0.007591264,25
P-7-30,Porites,7,T2,Control,Heated,C_HEAT,0.18371831,0.110784507,0.339274648,0.112504225,0.522992958,0.223288732,0.373140845,0.21192289,0.567943426,25
P-8-4,Porites,8,T2,Control,Heated,C_HEAT,0.047742254,0.056770423,0.075722535,0.09936338,0.123464789,0.156133803,0.139799296,0.023100481,0.165240327,25
